handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_702928c8-cc38-ae45-a227-d5256c79ad44,Product,Anel Gradus Clássico,"<p>Prata 925 com banho de ródio | Turmalina Paraíba laboratorial (~0,49 ct) + zircônias brancas de alta qualidade</p><p>Discrição é uma forma refinada de autoridade.</p><p>O Anel Gradus Clássico apresenta uma turmalina Paraíba laboratorial central (~0,49 ct), emoldurada por zircônias brancas de excelente qualidade. Uma composição harmônica e precisa, feita para quem aprecia elegância sem excessos.</p><p>Sua estrutura limpa em prata 925 com banho de ródio branco valoriza o essencial — ideal para ocasiões marcantes como a formatura ou uso diário com sofisticação.</p><p>Acompanha certificado Ferdie e carta-poema personalizada.</p>",b72832_b58bd3ad1c6b4b7f9b01232843d65902~mv2.png;b72832_5c55e7680c574574afa93f25afcb80f0~mv2.png,Gradus Ferdie,,,800.0,,true,PERCENT,0.0,InStock,,,Tamanho,DROP_DOWN,09Brasil;10Brasil;11Brasil;12Brasil;13 Brasil;14 Brasil;15 Brasil;16 Brasil;17 Brasil;18 Brasil;19 Brasil;20 Brasil;21 Brasil;22 Brasil;23 Brasil;24 Brasil;25 Brasil,,,,,,,,,,,,,,,,✨ Confecção Sob Medida,"<p>&nbsp;Cada joia Ferdie é confeccionada individualmente para você — com atenção, precisão e alma.</p>

<p>Esse processo artesanal garante autenticidade, controle de qualidade e a beleza única que só uma peça feita com propósito pode carregar.</p>

<p>Acompanha<strong>&nbsp;certificado exclusivo</strong>&nbsp;e uma&nbsp;<strong>carta-poema</strong>&nbsp;única, criada especialmente para cada pedido.</p>
",,,,,,,,,,,,,,,,,Ferdie
product_9c9e7a2c-5fb9-f505-bcd2-d0a4436ea865,Product,Pingente Gradus Essentia,"<p>Prata 925 com banho de ródio | Turmalina Paraíba laboratorial (~1,46 ct) | Corrente tipo certier fina inclusa</p><p>Essência é o que permanece quando tudo o resto passa.</p><p>O Pingente Gradus Essentia apresenta uma turmalina Paraíba de laboratório em lapidação gota (~1,46 ct), montada sobre prata 925 com banho de ródio branco. Uma composição equilibrada e atemporal, feita para marcar conquistas com elegância contida.</p><p>Versátil e simbólico, é a peça ideal para momentos que pedem presença — como a formatura, onde o que se carrega no peito diz tanto quanto o que se veste.</p><p>Acompanha corrente delicada tipo certier, certificado Ferdie e carta-poema exclusiva.</p>",b72832_3965f3016aea4d89a45fa579877f32c8~mv2.png;b72832_5c55e7680c574574afa93f25afcb80f0~mv2.png,Gradus Ferdie,,,980.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,✨ Confecção Sob Medida,"<p>&nbsp;Cada joia Ferdie é confeccionada individualmente para você — com atenção, precisão e alma.</p>

<p>Esse processo artesanal garante autenticidade, controle de qualidade e a beleza única que só uma peça feita com propósito pode carregar.</p>

<p>Acompanha<strong>&nbsp;certificado exclusivo</strong>&nbsp;e uma&nbsp;<strong>carta-poema</strong>&nbsp;única, criada especialmente para cada pedido.</p>
",,,,,,,,,,,,,,,,,Ferdie
product_30858472-b066-7a07-d32c-6c22eeb272cf,Product,Anel Gradus Gota,"<p><strong>Anel Gradus Gota</strong></p><p>Prata 925 com banho de ródio | Turmalina Paraíba laboratorial (~1,86 ct)</p><p>Elegância não nasce por acaso — ela é construída.</p><p>O Anel Gradus Gota celebra conquistas moldadas com disciplina, propósito e intenção. Sua turmalina Paraíba laboratorial, em lapidação gota e aproximadamente 1,86 ct, reflete o que há de mais sofisticado na joalheria contemporânea: beleza ética, cor vibrante e brilho criado com precisão.</p><p>A lapidação em gota simboliza o caminho percorrido — nem sempre fácil, mas sempre seu.</p><p>Pensado para marcos importantes, como a formatura, onde cada detalhe carrega significado.</p><p>Acompanha certificado Ferdie e carta-poema personalizada.</p>",b72832_748f7c86af184aefb4f0434f244a24ea~mv2.png;b72832_5c55e7680c574574afa93f25afcb80f0~mv2.png;b72832_ca9095cbb58d49d9870e2e96649e1101,Gradus Ferdie,,,1500.0,,true,PERCENT,0.0,InStock,,,Tamanho,DROP_DOWN,09Brasil;10Brasil;11Brasil;12Brasil;13 Brasil;14 Brasil;15 Brasil;16 Brasil;17 Brasil;18 Brasil;19 Brasil;20 Brasil;21 Brasil;22 Brasil;23 Brasil,,,,,,,,,,,,,,,,✨ Confecção Sob Medida,"<p>&nbsp;Cada joia Ferdie é confeccionada individualmente para você — com atenção, precisão e alma.</p>

<p>Esse processo artesanal garante autenticidade, controle de qualidade e a beleza única que só uma peça feita com propósito pode carregar.</p>

<p>Acompanha<strong>&nbsp;certificado exclusivo</strong>&nbsp;e uma&nbsp;<strong>carta-poema</strong>&nbsp;única, criada especialmente para cada pedido.</p>
",,,,,,,,,,,,,,,,,Ferdie
product_8c37d2ac-c266-62de-8a3e-51b9471f5200,Product,Colar Dança Azul Linha – Linha Sri Lanka,"<p>Leveza que encanta. O colar Dança Azul traz como destaque uma delicada libélula cravejada com safiras azuis naturais de Ceilão, representando liberdade, transformação e elegância. Cada asa é meticulosamente trabalhada em microcravação, revelando o brilho vívido das gemas sobre uma base de prata 925 com banho de ródio branco. Uma joia singular da Linha Sri Lanka, perfeita para iluminar momentos marcantes ou compor um visual autoral e sofisticado.</p><p>⠀<br>🔹 Safiras azuis Ceilão naturais em microcravação<br>🔹 Pingente de libélula com acabamento artístico<br>🔹 Prata 925 com banho de ródio branco<br>🔹 Acompanha certificado interno Ferdie, carta-poema e manual de uso<br>🔹 Produção artesanal sob encomenda</p>",b72832_aac949a1b0bc4e56950e2ecc8d097ed6~mv2.png;b72832_17e36fff5b7143b5b2f59e55fbd73c79~mv2.png;b72832_7903e61c45a14ad78c7dd9a043e5f8b6,Sri Lanka,,,4000.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,✨ Confecção Sob Medida,"<p dir=""ltr""> Cada joia Ferdie é confeccionada individualmente para você — com atenção, precisão e alma.</p><p dir=""ltr"">Esse processo artesanal garante autenticidade, controle de qualidade e a beleza única que só uma peça feita com propósito pode carregar.</p><p dir=""ltr"">Acompanha<strong> certificado exclusivo</strong> e uma <strong>carta-poema</strong> única, criada especialmente para cada pedido.</p>",,,,,,,,,,,,,,,,,Ferdie
product_009f3984-46fb-d4cb-0b72-2e0875dfb6ea,Product,Pingente Signum Vetera,"<p><strong>Linha Prestígio – Ferdie Company</strong></p><p><strong>Pingente Signum Vetera</strong></p><p>Inspirado no compromisso com a vida e na nobre missão de cuidar dos animais, o Pingente <strong>Signum Vetera</strong> celebra a Medicina Veterinária como símbolo de vocação, ciência e afeto.</p><p>No centro do desenho, a letra “V” e o bastão de Esculápio formam um emblema tradicional da profissão, enriquecido por uma esmeralda natural e um halo de brilhantes — juntos, representando a cura, o saber e a luz que guiam a prática veterinária.</p><p>Cada peça é confeccionada artesanalmente em ouro branco 18k e acompanha uma carta-poema exclusiva, escrita com sensibilidade para marcar esse momento de conquista e pertencimento.</p><p>Por conter gema natural, a tonalidade da esmeralda pode variar sutilmente de peça para peça. Essa variação não é defeito — é identidade. Escolhemos gemas naturais justamente por isso:<br>porque cada joia será única, assim como quem a usa.</p><p>⠀<br>🟢 Esmeralda natural – lapidação redonda (tonalidade variável)<br>🟢 Halo de brilhantes naturais (micro pavê)<br>🟢 Ouro branco 18k com acabamento polido<br>🟢 Símbolos: Letra “V” e bastão de Esculápio<br>🟢 Ideal para formaturas, cerimônias solenes e uso profissional<br>🟢 Acompanha certificado interno Ferdie e embalagem especial<br>🟢 Inclui uma carta-poema exclusiva sobre o significado da peça e da Medicina Veterinária<br>🟢 Produção sob encomenda</p>",b72832_de79d7b3fbc544819841e82fed8521d6~mv2.jpg;b72832_9593f159e2464fe9b191f6157295831f;b72832_f16caaaa5e164914abf116470d7ed124~mv2.png,Linha Prestígio,,,3000.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,✨ Confecção Sob Medida,"<p dir=""ltr""> Cada joia Ferdie é confeccionada individualmente para você — com atenção, precisão e alma.</p><p dir=""ltr"">Esse processo artesanal garante autenticidade, controle de qualidade e a beleza única que só uma peça feita com propósito pode carregar.</p><p dir=""ltr"">Acompanha<strong> certificado exclusivo</strong> e uma <strong>carta-poema</strong> única, criada especialmente para cada pedido.</p>",,,,,,,,,,,,,,,,,
product_1b20ec09-d888-40c9-8c6a-b111cf83c269,Product,Minimal Kanye – Arte Gráfica Autoral,"<p>Uma releitura ousada dos álbuns icônicos de Kanye West em versão minimalista. Esta arte gráfica é composta por composições abstratas que resumem visualmente as fases mais emblemáticas da carreira do artista. Uma peça que une design contemporâneo, cultura pop e sofisticação estética.</p><p>Impressa nos Estados Unidos em papel fotográfico premium (260 g/m², semi brilho acetinado), com tintas de alta durabilidade e nitidez impressionante.</p><p>&nbsp;</p><p><strong>• Tamanhos disponíveis:</strong><br>A1 (23x33"")<br>A2 (16x23"")<br>A3 (12x16"")<br>A4 (8,5x11"")</p><p><strong>• Moldura:</strong> Não incluída<br><strong>• Uso:</strong> Apenas para ambientes internos<br><strong>• Origem:</strong> Impressão profissional, com selo de qualidade GVLLERY</p><p>Parte da <strong>Curadoria Internacional Ferdie</strong> – onde arte, conceito e estilo se encontram.</p><p>&nbsp;</p><p>&nbsp;</p>",b72832_9cd783c7bab242908307be93e215e93e~mv2.jpg;b72832_efc740b1deab4b3fa904a8897089d458~mv2.jpg;b72832_c6de1b6ad8bb40be94656e06ed38e922~mv2.jpg,Galeria de Arte – Curadoria Ferdie,,,169.99,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,"A1 = 23x33"";A2 = 16x23"";A3 = 12x16"";A4 = 8.5x11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1b20ec09-d888-40c9-8c6a-b111cf83c269,Variant,,,,,P07602804S,,,90.0,true,,,1928,,169.53,,,"A3 = 12x16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1b20ec09-d888-40c9-8c6a-b111cf83c269,Variant,,,,,P07602805S,,,,true,,,1972,,139.61,,,"A4 = 8.5x11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1b20ec09-d888-40c9-8c6a-b111cf83c269,Variant,,,,,P07602802S,,,374.0,true,,,1937,,264.26,,,"A1 = 23x33""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1b20ec09-d888-40c9-8c6a-b111cf83c269,Variant,,,,,P07602803S,,,224.0,true,,,1854,,214.4,,,"A2 = 16x23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fd490dbc-83ed-4432-b7fd-3b26e56342c1,Product,Residência Balenciaga – Fotografia Editorial,"<p>A brutalidade concreta encontra o silêncio da composição nesta imagem urbana marcada pela geometria e pela cor.</p><p>A fachada marcada por sombras retas, janelas e texturas cruas cria uma estética nostálgica, minimalista e cheia de significados não ditos — como se o prédio guardasse histórias que não se revelam por completo. A tipografia sobreposta dá o tom fashion editorial, com referência clara ao universo da moda e à força gráfica dos editoriais contemporâneos.</p><p>Impressa em papel fotográfico semi-brilho 260g com tintas pigmentadas de alta definição, esta peça está disponível em diversos tamanhos para compor ambientes de personalidade.</p><p><strong>Importado com exclusividade pela Curadoria Ferdie.</strong><br>Uma seleção de arte com alma, estética e significado.</p><p>&nbsp;</p><p>• Impressão digital premium em papel 260g semi-brilho<br>• Tinta pigmentada de alta durabilidade<br>• Uso exclusivo interno<br>• Moldura não incluída<br>• Obra original, com copyright GVLLERY</p>",b72832_3d5c12a38a934e33a7005a346eae8d14~mv2.jpg;b72832_91d78ae19adf42228fbcc2f2f707bc08~mv2.jpg;b72832_c6de1b6ad8bb40be94656e06ed38e922~mv2.jpg,Galeria de Arte – Curadoria Ferdie,,Imported from USA,239.99,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,"A1 = 23x33"";A2 = 16x23"";A3 = 12x16"";A4 = 8.5x11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fd490dbc-83ed-4432-b7fd-3b26e56342c1,Variant,,,,,P07601835S,,,30.0,true,,,1006,,136.29,,,"A3 = 12x16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fd490dbc-83ed-4432-b7fd-3b26e56342c1,Variant,,,,,P07601834S,,,55.0,true,,,1002,,147.92,,,"A2 = 16x23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fd490dbc-83ed-4432-b7fd-3b26e56342c1,Variant,,,,,P07601836S,,,,true,,,2000,,122.99,,,"A4 = 8.5x11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fd490dbc-83ed-4432-b7fd-3b26e56342c1,Variant,,,,,P07601833S,,,205.0,true,,,1003,,197.78,,,"A1 = 23x33""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a1577ac-57cb-4626-9990-2e9ffcd5e670,Product,Designer em Branco – Editorial Dior,"<p>Minimalismo, moda e força feminina capturados com sofisticação. Composta por um olhar artístico contemporâneo, esta obra da curadoria GVLLERY homenageia o universo da alta-costura. A imagem, marcada por contraste e suavidade, evoca o espírito atemporal da Dior, ideal para ambientes que valorizam design, moda e expressão.</p><p><strong>Importado com exclusividade pela Curadoria Ferdie.</strong><br>Uma seleção de arte com alma, estética e significado.</p><p>&nbsp;</p><p><strong>• Especificações Técnicas</strong></p><p>• Impressão em papel fotográfico acetinado 260g/m² (semi-brilho)<br>• Alta definição de imagem com tintas de qualidade premium<br>• Produzido com tecnologia avançada nos Estados Unidos<br>• Disponível nos tamanhos:<br> – A1 (23x33"")<br> – A2 (16x23"")<br> – A3 (12x16"")<br> – A4 (8.5x11"")<br>• Moldura não incluída<br>• Uso interno<br>• Obra original, com copyright GVLLERY</p>",b72832_9490058f7c3c4316ae03f26159a78d4d~mv2.jpg;b72832_bf9dfd6b3e3947c28caa774ed9988a46~mv2.jpg;b72832_c6de1b6ad8bb40be94656e06ed38e922~mv2.jpg,Galeria de Arte – Curadoria Ferdie,,Imported from USA,169.99,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,"A1 = 23x33"";A2 = 16x23"";A3 = 12x16"";A4 = 8.5x11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a1577ac-57cb-4626-9990-2e9ffcd5e670,Variant,,,,,P07601817S,,,374.0,true,,,1996,,264.26,,,"A1 = 23x33""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a1577ac-57cb-4626-9990-2e9ffcd5e670,Variant,,,,,P07601820S,,,,true,,,2000,,139.61,,,"A4 = 8.5x11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a1577ac-57cb-4626-9990-2e9ffcd5e670,Variant,,,,,P07601819S,,,90.0,true,,,1998,,169.53,,,"A3 = 12x16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a1577ac-57cb-4626-9990-2e9ffcd5e670,Variant,,,,,P07601818S,,,224.0,true,,,1997,,214.4,,,"A2 = 16x23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Product,Toalha de Mesa Azul Pavão | Linho Nobre e Sustentável,"<p>Feita à mão com linho natural e suavizado, esta peça une sofisticação e consciência ecológica. É uma escolha durável, sustentável e elegante — que só melhora a cada lavagem.</p><p>Disponível em duas opções de tecido: 100% linho puro ou uma mistura refinada de linho e algodão, ambas com toque macio e acabamento impecável.</p><p><strong>• Composição:</strong> Linho puro ou linho com algodão<br><strong>• Cor:</strong> Azul pavão (pode apresentar variações sutis de tonalidade conforme iluminação e tela)<br><strong>• Lavável à máquina | Secagem em baixa temperatura</strong><br><strong>• Recomendação:</strong> Passar do lado avesso, com calor médio<br><strong>• Embalagem individual</strong><br><strong>• Origem:</strong> Curadoria internacional Ferdie</p>",b72832_0d5d0e7291614f008905d2222a37e9e2~mv2.jpg;b72832_987c65aecd67430ebbb2eb7e8385caae~mv2.jpg;b72832_57ed0e09715e41e5897f9d6cf6031fb1~mv2.jpg,Art de la Table – Curadoria Ferdie,,Imported From India,403.95,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,54 x 54 inches;54 x 79 inches;54 x 98 inches;79 x 79 inches;Round 54 inches;Round 79 inches,Fabric,DROP_DOWN,Pure Linen;Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,154.45,true,,,100,,,,,54 x 98 inches,,,Pure Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,213.91,true,,,100,,,,,79 x 79 inches,,,Pure Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,,true,,,100,,,,,54 x 54 inches,,,Pure Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,,true,,,100,,,,,Round 54 inches,,,Pure Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,213.91,true,,,100,,,,,Round 79 inches,,,Pure Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,-118.79,true,,,100,,,,,Round 54 inches,,,Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,19.01,true,,,100,,,,,79 x 79 inches,,,Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,83.13,true,,,100,,,,,54 x 79 inches,,,Pure Linen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,19.01,true,,,100,,,,,Round 79 inches,,,Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,-28.51,true,,,100,,,,,54 x 98 inches,,,Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,-76.04,true,,,100,,,,,54 x 79 inches,,,Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_69933485-aada-4ea4-be1d-20df5c687759,Variant,,,,,peacock-blue-tablecloth-pure-l1713152403,,,-118.79,true,,,100,,,,,54 x 54 inches,,,Linen Cotton Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_57cd31ef-a869-4103-b57a-23c8041049d3,Product,Bandeja Artesanal em Rattan com Espelho – Linha Essência,"<p><strong>Textura natural e brilho sutil para servir com elegância e presença.</strong></p><p>A <strong>Bandeja Artesanal em Rattan com Espelho – Linha Essência</strong> une o charme natural do trançado manual com a sofisticação do espelho lapidado.<br>Seu design leve e versátil transforma o simples ato de servir em uma experiência visual e sensorial refinada.</p><p>Ideal para composições na mesa posta, cantinhos de chá, perfumeiras ou até como base decorativa para joias e arranjos florais. Um toque de beleza atemporal para sua casa.</p><p>• Material: Rattan trançado de alta qualidade</p><p>• Formato: Retangular</p><p>• Estilo: Clássico americano com leitura contemporânea</p><p>• Acabamento: Feito à mão, camada única</p><p>• Uso sugerido: Restaurante, casa, cantinho de chá ou decoração</p><p>• Inclui: 1 bandeja (embalagem individual)</p><p>• Origem: Curadoria internacional Ferdie<img></p>",b72832_36415661bbaf4e889a8dfb47dc6224f8~mv2.jpg;b72832_1048a262d52e4378944b0ad3ee4b0a7c~mv2.jpg;b72832_0650a0f3eb734bceb43c22224c8a6c55~mv2.jpg;b72832_63879e2ea5384b6583f2d084fef0303b~mv2.jpg;b72832_8155e8bc59074920b73fd2b735db37c3~mv2.jpg;b72832_8558ba45479f49efb44999194d27d528~mv2.jpg;b72832_d3810fa1f7484dfcb62941e74fcb170a~mv2.jpg,Art de la Table – Curadoria Ferdie,,Imported from USA,546.0,,true,PERCENT,0.0,0,,,style,DROP_DOWN,Large rectangle;Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_57cd31ef-a869-4103-b57a-23c8041049d3,Variant,,,,,tea-table-storage-rattan-deskt477006043,,,,true,,,35150,,,,,Large rectangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_57cd31ef-a869-4103-b57a-23c8041049d3,Variant,,,,,tea-table-storage-rattan-deskt477006043,,,-32.72,true,,,41758,,,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1f7a7530-609b-4e8a-800f-c291e7c1ac09,Product,Caixa Masala em Latão Entalhado – 7 Compartimentos & Colher Artesanal,"<div>Um ritual dourado para os sentidos — tradição, arte e sabor reunidos em uma peça atemporal.</div><p>&nbsp;</p><p>A <strong>Caixa Masala em Latão Entalhado</strong> é mais do que um utensílio: é um objeto de arte funcional.</p><p>Feita à mão com precisão artesanal, essa peça em <strong>latão polido com acabamento fosco dourado</strong> traz uma tampa entalhada com arabescos delicados e acompanha uma colher ornamentada que complementa o conjunto com elegância.</p><p>Seu interior abriga <strong>sete compartimentos removíveis</strong>, ideais para armazenar especiarias, chás, sais gourmet ou até mesmo pequenos objetos preciosos — como joias, doces finos ou memórias afetivas.</p><p>O brilho suave do metal, o toque artesanal e a organização simbólica dos compartimentos convidam a um ritual sensorial de beleza e ordem. Uma peça que encanta chefs, apaixonados por mesa posta e colecionadores de objetos com alma.</p>",b72832_6dd58335725047648f13fa197631664e~mv2.png;b72832_3b023606ff9f41959efd40293c2d38e3~mv2.jpg;b72832_4cfe94706910428ab7a2c333149bf654~mv2.jpg;b72832_72269545d40b43c3a026e233bf24b576~mv2.jpg,Art de la Table – Curadoria Ferdie,handcrafted-brass-masala-box-s1507536527,Imported from Canada,1480.0,,true,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Product,Pratos Artísticos em Cerâmica Esmaltada – Linha Aurora,"<p><strong>Beleza gráfica, cor e textura para composições únicas à mesa.</strong></p><p>Transforme sua mesa em uma expressão artística com os <strong>Pratos Artísticos em Cerâmica Esmaltada – Linha Aurora</strong>. Cada peça apresenta padrões geométricos elegantes e cores cuidadosamente selecionadas para criar contrastes sofisticados e harmoniosos.</p><p>Feitos em cerâmica de alta resistência com acabamento esmaltado brilhante, são ideais para composições contemporâneas — do brunch ao jantar. Um convite ao prazer visual e sensorial à mesa.</p><p>&nbsp;</p><p>Disponíveis em diferentes padrões e cores, podem ser combinados livremente ou adquiridos em composição harmônica.</p><ul>	<li>	<p><strong>Material</strong>: Porcelana esmaltada com decoração sob o esmalte (underglaze)</p>	</li>	<li>	<p><strong>Formato</strong>: Redondo com bordas suaves</p>	</li>	<li>	<p><strong>Estilo</strong>: Oriental contemporâneo (inspirado no design japonês e coreano)</p>	</li>	<li>	<p><strong>Diâmetro</strong>: Aproximadamente 20 cm</p>	</li>	<li>	<p><strong>Variações</strong>: 7 estampas artísticas exclusivas</p>	</li>	<li>	<p><strong>Unidade</strong>: Vendido individualmente</p>	</li></ul><p>&nbsp;</p><p><img></p>",b72832_65b640d63dcc4abf98729249223d02a9~mv2.jpg;b72832_c336d864ba124cb9803bf0fb33fb2da4~mv2.jpg;b72832_97056928cc6c46a8a30c993d0033cb36~mv2.jpg;b72832_9e978e937ec84a18abc50cc017ece6d7~mv2.jpg;b72832_c1833e3dece64a53b59dbdc7f7319e86~mv2.jpg;b72832_af162c52594847c496d82d6b91dc4437~mv2.jpg;b72832_17dd44a1913141c590beaa5d6d022ff9~mv2.jpg;b72832_258454e856af4a3aaf4a356c1a254adc~mv2.jpg,Art de la Table – Curadoria Ferdie,,Imported from USA,239.0,,true,PERCENT,0.0,0,,,Color,DROP_DOWN,A1A;A6A;A7A;A2A;A3A;A4A;A5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_14190e5c-b658-436d-b2af-5fe1e02fdff4,Variant,,,,,home-creative-breakfast-plate-992452430,,,,true,,,40000,,,,,A5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
